Taxi Group Name,Taxi Division Rank,Driver Full Name,Vehicle Brand,Experience Group,Special Awards,Endurance Score,Profitability Score,Safety Score,Efficiency Score,#of1Star Ratings,#of2Star Ratings,#of3Star Ratings,#of4Star Ratings,#of5Star Ratings
"Jones, Ward and Singh",2,Shirley Wright,0,5,False,0.105745,0.451694,1.67793,-0.861197,18,32,42,21,21
"Jones, Ward and Singh",2,Alexandra Cooper,17,5,False,-0.531393,-1.23251,-0.843846,-0.966325,23,32,42,12,11
"Jones, Ward and Singh",2,Jordan Mills,12,5,False,-0.308074,0.224434,-0.158812,0.307689,20,40,48,9,16
"Jones, Ward and Singh",2,William Steele,15,2,False,1.28809,1.64217,1.15068,-0.266737,7,29,60,21,16
Poole-Richards,0,Dominic Pickering,17,3,False,-0.315231,-0.855557,-0.684392,-0.689453,17,37,60,5,7
Poole-Richards,0,Anthony Barrett,3,5,False,-0.529649,-0.0690149,-0.494467,1.12334,5,13,13,43,44
Poole-Richards,0,Tracey Harris,0,2,False,-1.17987,-0.664936,-1.01134,-1.40906,2,18,27,30,51
Poole-Richards,0,Sylvia Schofield,15,6,False,-0.845871,-0.957337,2.40617,-0.688316,3,0,9,60,51
Poole-Richards,0,Brandon Lee,5,1,False,-0.227988,0.900221,-0.38266,0.86188,10,21,36,31,26
Poole-Richards,1,Hayley Brown,9,5,False,-0.884427,-1.04215,-0.700469,-0.14084,1,0,12,61,57
Poole-Richards,1,Frances Arnold,14,1,False,-0.630022,-0.833755,-1.02051,1.74402,11,16,17,44,40
Poole-Richards,1,Alexandra Buckley,9,3,False,-0.69599,-0.401913,-0.949865,0.898671,8,19,32,29,25
Poole-Richards,1,Irene Waters,17,1,False,-0.521238,1.52514,1.2255,0.18479,18,32,46,13,26
Poole-Richards,1,Stewart Horton,3,5,False,-1.28062,-0.738498,-1.05343,-0.344961,10,9,14,50,47
Poole-Richards,2,Cheryl Storey,14,2,False,-1.14071,-0.877738,-0.890416,0.0128403,15,37,40,15,14
Poole-Richards,1,Naomi Atkins,14,4,True,0.342154,0.757032,1.05565,0.428778,9,13,11,41,52
Poole-Richards,1,Connor Walker,0,5,False,-0.573943,-0.470893,0.472586,-0.923669,8,35,50,13,24
Poole-Richards,1,Cameron Walker,1,6,True,2.19145,1.62197,0.637359,1.03868,2,5,17,47,59
Poole-Richards,3,Victoria Newman,0,3,False,-0.228593,0.428485,-0.996373,3.14326,15,31,44,16,5
Poole-Richards,3,Adam Lewis,16,2,False,0.203931,1.32915,5.02139,-1.41533,25,49,54,13,13
Poole-Richards,3,Amber Barker,6,1,False,-0.261888,0.559728,-0.459972,0.753671,2,3,10,51,59
Poole-Richards,3,Peter Allen,14,3,True,-0.762343,-0.199008,2.81044,0.821513,4,2,8,65,53
Poole-Richards,3,Dean Jones,11,3,True,0.44184,-0.909429,0.84718,-0.712179,20,35,39,26,22
Poole-Richards,4,Barry Jenkins,6,6,False,0.307499,-0.221705,-0.0383121,1.1327,4,17,24,41,27
Poole-Richards,1,Danny Wright,12,1,False,-1.45312,-0.778391,-1.29929,0.0799781,2,3,3,71,45
Poole-Richards,1,Cheryl Morris,15,1,False,0.407624,1.27458,1.74908,-0.774477,15,43,50,11,17
Poole-Richards,2,Gerard Butcher,17,3,False,-1.10483,-1.49036,-1.49143,0.602251,0,5,6,48,62
Poole-Richards,2,Donald Manning,12,5,False,-0.605434,-0.936813,-1.0043,0.197205,6,4,9,53,48
Poole-Richards,2,Amy Gill,17,3,False,-0.450231,-0.871557,-0.780392,-0.687453,15,40,62,8,2
Poole-Richards,2,Peter Wall,15,2,False,0.0972171,0.708118,1.27506,-1.3464,6,34,45,20,24
Poole-Richards,2,Victoria Ahmed,6,1,False,-0.475933,-0.411852,-0.569135,0.464986,8,16,26,26,30
Poole-Richards,2,Charlotte White,5,3,False,-0.407348,0.626625,0.422765,1.12424,6,15,15,45,37
Poole-Richards,3,Natasha Jones,9,6,False,-0.140782,-0.460173,-0.806435,-0.611314,3,19,25,42,32
Poole-Richards,3,Emily Patel,17,5,False,-0.280016,-1.05128,-0.817836,-0.463674,10,36,54,11,8
Poole-Richards,3,Leslie Barton,16,6,False,-0.885272,0.0941324,0.819773,-1.28878,6,6,19,43,50
Poole-Richards,3,Kathleen Thompson,12,4,False,0.11758,0.0387605,-0.335435,1.50301,3,23,18,25,48
Poole-Richards,5,Henry Foster,0,5,False,-0.799089,-1.05166,-0.79313,-0.0255617,10,24,35,33,39
Poole-Richards,5,Georgina Gill,2,5,True,1.1302,2.10101,1.40798,0.820166,9,13,11,50,41
Poole-Richards,5,Charles Campbell,15,5,False,-0.594003,1.04749,-0.92186,0.136255,9,44,38,25,19
Poole-Richards,5,Victor Jones,11,3,True,0.32384,-0.813429,0.92918,-0.539179,15,32,45,29,19
Poole-Richards,5,Elizabeth Taylor,12,1,False,0.613986,0.0443308,0.128233,1.83821,1,11,6,52,54
Poole-Richards,5,Helen Howard,11,1,False,-0.0847106,-0.873584,-1.33633,0.901532,9,4,9,64,60
Poole-Richards,1,Dawn Burton,6,6,False,0.658114,-0.41664,-0.0968734,1.29142,12,20,39,30,26
Poole-Richards,6,Jessica Thomas,15,4,False,-0.388425,-0.670669,2.22478,-1.01856,1,4,9,57,57
Poole-Richards,6,Abigail Davies,11,2,False,-0.999311,-1.41942,-1.9037,-0.0489075,14,23,32,40,34
Poole-Richards,1,Carole Smith,1,2,False,-0.898018,-0.683231,-1.47431,-0.0719046,12,19,29,36,31
Poole-Richards,1,Matthew Jenkins,5,5,False,0.574848,0.855851,0.343985,-0.987533,12,48,67,8,17
Poole-Richards,1,Dawn Lloyd,16,6,False,-0.865272,0.0281324,0.900773,-1.34778,6,6,21,44,46
Poole-Richards,1,Bryan Hall,12,4,False,-0.173888,-0.163401,0.405287,1.20496,8,9,24,47,44
Poole-Richards,2,William Watson,13,3,False,0.172344,0.674444,-0.425574,-0.0673881,6,10,22,29,49
Poole-Richards,2,Hilary Baker,8,1,False,-0.357956,-0.380221,-0.504724,1.52622,6,13,14,47,32
Poole-Richards,2,Kieran Turner,17,1,False,-0.898996,-0.331915,-0.498734,-0.22184,2,9,25,41,35
Poole-Richards,2,Louis Simpson,0,3,False,-2.64223,0.374612,-0.939149,-0.915808,5,5,2,52,56
Poole-Richards,2,Robert Lees,17,1,False,-0.181751,-0.976396,-0.561143,-0.748269,9,8,10,64,57
Poole-Richards,7,Frances Walker,8,2,False,-0.318505,-0.549672,-0.476339,0.612112,19,41,40,17,18
Poole-Richards,7,Leah Thomas,12,4,True,1.58102,2.44136,1.25068,1.16331,14,8,26,33,49
Poole-Richards,7,Jodie Turner,15,1,False,-0.622746,0.586618,1.28861,-1.11131,18,41,56,9,4
Poole-Richards,7,Claire Elliott,13,1,False,-1.27854,-0.612368,-0.885943,-0.424363,6,3,12,57,45
Poole-Richards,7,Dean Hall,12,2,False,7.23201,-2.22106,-1.97099,-0.51612,5,6,14,50,50
Poole-Richards,7,Liam Moore,3,5,False,0.280794,0.698286,-0.292443,1.63533,7,21,30,35,45
Poole-Richards,8,Hazel French,16,2,False,-0.241438,0.0926044,2.19468,-0.00426448,10,17,27,39,38
Poole-Richards,8,Katy Middleton,9,1,False,-0.454365,-0.364556,-0.0852744,-0.982222,26,47,61,2,6
Poole-Richards,8,Kenneth Williams,14,5,False,0.200158,-0.713948,0.278036,0.975156,16,20,30,32,33
White Group,0,Damian Preston,3,1,False,-1.6896,-1.34603,-0.201686,-0.730888,12,31,52,9,8
White Group,0,Rosemary Wheeler,9,3,False,1.18004,-0.306715,0.27637,-0.667851,16,39,48,7,17
White Group,0,Elliot Wright,15,3,False,-1.53143,-1.00536,2.03127,-1.41881,19,37,69,5,8
White Group,0,Marion Robinson,12,3,False,-1.28473,-1.50367,-0.968218,-0.254133,9,16,21,41,38
White Group,0,Kathleen Powell,2,3,True,1.4896,3.06873,0.889313,1.55972,1,11,17,62,53
White Group,0,Jay Reed,17,1,False,0.778913,-0.344765,0.142068,0.000219041,14,31,41,11,16
White Group,1,Tina Hudson,1,2,False,0.202206,0.30107,-0.807323,0.954877,4,26,33,29,30
White Group,1,Bethany Morris,13,3,False,-0.0461168,-1.16504,-0.734544,-0.952219,12,14,36,27,29
White Group,1,Clive Morris,0,3,False,-0.218419,-1.04409,-0.626566,0.577006,4,13,20,33,41
White Group,1,Sean Smith,17,3,True,1.19471,0.598132,0.518004,0.791374,-1,3,5,49,45
White Group,2,Mohammad Scott,8,3,False,-1.05746,-0.0615737,-1.20884,-0.842957,12,33,41,14,19
White Group,2,Craig Collins,2,6,True,1.61238,0.637427,1.53852,0.91643,12,5,9,46,65
White Group,2,Darren Andrews,13,1,False,-0.382927,-0.179027,-0.568186,-0.136044,22,36,42,18,17
White Group,2,Lewis White,5,5,False,1.31898,1.9664,0.735642,-0.842165,16,22,57,10,14
White Group,1,Harriet Fisher,3,5,False,-0.0967106,0.235002,-0.175943,-1.06712,13,28,39,26,17
White Group,1,Colin Leonard,17,3,False,-1.22483,-1.49336,-1.38243,0.577251,-1,6,3,51,62
White Group,2,Colin Cook,6,3,False,-0.346444,-0.677135,-1.09107,-1.13049,14,26,40,31,26
White Group,2,Harry Atkins,3,5,False,-0.588649,-0.187015,-0.402467,1.12434,3,14,16,45,46
White Group,2,Bruce Evans,8,6,False,-0.994976,-0.371673,-0.733986,-1.06132,13,19,16,33,35
White Group,3,Bradley Thomas,12,1,False,-0.338455,-0.6732,-0.660304,0.0213725,14,33,28,26,22
White Group,3,Emily Butler,15,4,False,-0.450425,-0.640669,2.37878,-0.953564,2,5,15,58,57
White Group,3,Vanessa Adams,9,4,True,1.18148,0.728637,0.122461,2.04277,1,1,14,60,61
White Group,3,Jeremy Fisher,15,5,False,0.16401,1.96344,-0.371908,1.34591,13,23,20,36,30
White Group,3,Douglas Jenkins,10,4,False,0.29993,0.525605,1.61136,0.986948,16,21,28,32,33
Hammond Inc,0,Roy Perkins,12,1,False,-1.34931,0.106447,-0.88009,0.313208,11,16,34,27,26
Hammond Inc,0,Rebecca Bull,6,1,False,-0.0738892,0.590348,-0.111777,1.32102,4,8,18,58,25
Hammond Inc,0,Abdul McDonald,6,1,False,0.351215,0.16557,0.228052,1.14125,7,21,28,39,21
Hammond Inc,0,Frank Todd,8,4,False,0.882443,-0.864909,-1.30783,-0.0274037,4,4,-1,49,52
Hammond Inc,0,Elizabeth King,16,3,False,-0.677677,-0.329118,0.936795,-1.39181,11,29,43,23,31
Hammond Inc,1,Eileen Lawrence,14,2,False,1.22344,0.729087,0.742757,1.14879,8,9,22,38,39
Hammond Inc,1,Christian Robinson,4,4,False,0.571788,-0.804218,0.623493,0.49292,8,13,13,50,29
Hammond Inc,1,Jemma Macdonald,5,1,False,0.386898,0.563533,-0.0877505,-0.824405,13,41,77,7,13
Hammond Inc,1,Connor Newman,1,5,False,1.6179,-0.430992,1.08107,0.313989,11,25,28,31,26
Hammond Inc,1,Abdul Jennings,17,5,False,0.236087,0.156058,-0.384277,0.990175,12,27,37,22,20
Hammond Inc,1,Charlene Morris,7,5,True,0.411891,1.10613,-0.141333,1.40061,-2,6,8,55,51
Hammond Inc,1,Marion Wilkinson,8,5,False,-0.521916,-0.944323,2.36999,-1.39082,14,31,53,8,18
Hammond Inc,1,Carole Ahmed,2,5,True,1.26834,1.25411,0.900474,0.756166,4,5,10,55,43
Hammond Inc,1,Sally Brown,6,1,False,0.20858,-0.0231411,-0.0187049,1.13759,17,35,27,26,23
Hammond Inc,1,Annette Taylor,1,5,False,0.142902,0.172813,-0.165718,-0.402377,16,24,44,13,18
Hammond Inc,1,Albert Pratt,9,5,False,1.74653,0.280337,-0.0263707,-1.25782,15,33,58,5,10
Hammond Inc,1,Catherine Lloyd,9,5,False,-0.418856,-0.597333,0.0471451,0.54497,7,26,25,18,32
Hammond Inc,1,Graeme Green,6,3,False,0.0191387,1.33268,0.777923,-1.64751,14,24,40,12,14
Hammond Inc,1,Andrea Saunders,13,3,False,0.0568832,-1.18504,-0.611544,-0.930219,13,18,31,21,30
Hammond Inc,2,Duncan Riley,3,1,False,-0.225634,0.0466477,-0.574186,1.25096,5,7,24,43,55
Hammond Inc,2,Keith Marsh,10,1,False,-2.30748,-0.773652,-1.62941,1.01515,7,22,19,37,51
Hammond Inc,2,Lisa Saunders,11,1,True,0.82309,0.215403,0.810725,0.493286,16,17,43,23,14
Hammond Inc,2,Rosie Ward,11,1,True,0.79609,0.096403,0.891725,0.557286,16,16,41,25,15
Hammond Inc,2,Damien Matthews,0,2,False,-0.15328,-0.404265,-0.889764,0.900433,22,38,59,11,10
Hammond Inc,2,Carole Hutchinson,16,5,False,-1.1621,-0.657194,-0.0693334,-1.30302,17,19,40,27,29
"Lee, Edwards and Williams",0,Maria Robinson,12,2,False,-0.423091,0.101287,-0.709392,-1.00733,2,3,4,58,49
"Lee, Edwards and Williams",0,Simon Berry,8,6,False,0.567083,0.957488,-0.0153816,-0.412691,19,31,49,21,14
"Lee, Edwards and Williams",1,Dominic Patel,9,4,False,1.22836,0.714224,1.5701,-0.619385,7,19,29,25,24
"Lee, Edwards and Williams",1,Karen Chambers,17,6,False,0.182236,0.424724,-0.302849,1.8195,3,8,16,48,56
"Lee, Edwards and Williams",2,Emma Thomas,16,4,False,-0.0452997,0.262686,1.25376,-1.24776,15,32,48,9,4
"Lee, Edwards and Williams",2,Heather Saunders,9,4,True,1.16848,0.773637,0.0474608,1.95277,2,3,11,58,61
"Lee, Edwards and Williams",2,Anne Dixon,8,4,False,0.783443,-0.970909,-1.26283,0.0795963,0,6,1,53,50
"Lee, Edwards and Williams",3,Alexandra Martin,9,2,False,-1.47316,-1.45883,-1.49173,-1.2293,8,14,17,47,42
"Lee, Edwards and Williams",3,Dean Ward,14,3,False,-0.411897,-1.62605,-1.28561,-0.199341,17,30,42,19,15
"Lee, Edwards and Williams",3,Maria Lord,17,2,False,0.893501,-0.172019,-0.0441757,-0.0170549,13,30,51,14,21
"Lee, Edwards and Williams",3,Stewart Wilson,17,5,False,-0.819343,-0.760078,-0.742403,-0.127715,6,2,2,52,59
"Lee, Edwards and Williams",3,Denis Williams,5,4,False,0.0256481,0.881827,-0.0593975,0.816927,13,27,39,24,28
"Lee, Edwards and Williams",4,Jacob Smith,2,3,False,-0.117593,0.582015,0.843629,-0.708521,14,30,41,17,22
"Lee, Edwards and Williams",4,Stephen Stone,17,3,False,0.0206888,1.26105,-1.11836,0.932017,19,17,27,22,45
"Lee, Edwards and Williams",4,Bethany Mason,16,2,False,0.1494,0.085769,4.14036,-1.29647,2,13,24,39,48
"Lee, Edwards and Williams",4,Glen Ahmed,8,4,False,-0.298602,-0.609813,-0.462692,1.1753,5,3,4,62,60
"Lee, Edwards and Williams",1,Gillian Ellis,8,4,True,3.2112,1.22774,0.812704,0.753511,5,10,18,33,37
"Lee, Edwards and Williams",1,Hazel Collins,1,4,False,1.29212,1.37124,-0.660237,0.178338,5,4,11,55,51
"Lee, Edwards and Williams",1,Norman Cartwright,6,1,False,-0.524375,-0.212919,-0.993213,-0.347687,3,8,9,45,39
"Lee, Edwards and Williams",2,Jeremy Cooke,12,6,False,-1.17926,-1.30366,-1.06122,-0.311363,-3,3,4,72,50
"Lee, Edwards and Williams",2,Donna Russell,15,1,False,-0.434466,1.14819,0.905653,0.305746,13,21,43,26,32
"Lee, Edwards and Williams",2,Emma Smith,12,3,False,-0.415895,0.102016,-0.513692,1.99349,3,12,24,38,44
"Lee, Edwards and Williams",2,Daniel Holt,2,4,False,1.49604,1.58796,0.600124,1.15049,7,22,24,41,42
"Lee, Edwards and Williams",5,Marc Wood,12,3,False,0.117806,-0.356224,-0.137489,-0.0401927,11,14,24,44,36
"Lee, Edwards and Williams",5,Michael Graham,0,2,False,-0.733696,-0.496327,0.426982,-1.90157,4,12,30,47,33
"Lee, Edwards and Williams",5,Karl Hodgson,0,3,False,-0.430074,-0.931033,-0.113328,-0.0324929,22,38,67,7,1
"Lee, Edwards and Williams",5,Howard Hunt,15,6,False,2.0465,-0.107976,-0.0234189,-0.277549,16,27,49,16,13
"Lee, Edwards and Williams",1,Lisa Thomas,9,5,False,-0.371856,-0.509333,0.125145,0.45497,10,23,25,19,35
"Lee, Edwards and Williams",1,Jay Bray,15,3,False,-0.87588,0.471173,-0.774253,0.262828,17,28,55,11,16
"Lee, Edwards and Williams",1,Chelsea Brown,12,1,False,-1.17459,-0.637642,-1.45712,0.0400813,9,10,17,47,51
"Lee, Edwards and Williams",6,Ashley Butler,10,4,False,-0.0199587,-0.166846,0.201528,-1.32085,4,2,1,50,42
"Lee, Edwards and Williams",6,Garry Rose,13,1,False,-1.11012,-0.525803,0.604097,-1.21855,28,36,53,13,7
"Lee, Edwards and Williams",1,Marian Clark,16,5,False,-1.1531,-0.714194,-0.204333,-1.34002,18,21,37,28,35
"Lee, Edwards and Williams",1,Norman Green,9,1,False,0.499881,0.895437,-0.240742,0.144908,2,28,43,23,21
"Lee, Edwards and Williams",1,Sean Hilton,12,5,False,0.671809,0.903334,0.530955,0.429158,20,33,30,32,21
"Lee, Edwards and Williams",1,Dennis Taylor,3,5,False,-0.647649,-0.165015,-0.353467,1.26334,6,13,13,45,44
"Lee, Edwards and Williams",7,Dean Anderson,12,4,True,1.54702,2.56636,1.09968,1.05031,13,8,24,37,46
"Lee, Edwards and Williams",7,Pauline Russell,12,5,False,-0.750067,-0.779789,-0.777451,-0.923028,23,41,57,0,3
"Lee, Edwards and Williams",1,Roy Gibson,0,4,False,-1.56482,-1.55208,-1.02842,0.0776652,13,18,38,32,35
"Lee, Edwards and Williams",1,Shannon Lawson,12,3,False,1.28183,0.345499,-0.366395,0.0491801,21,35,52,25,10
"Lee, Edwards and Williams",2,Diane Hill,2,6,True,1.48038,0.641427,1.43252,0.90543,13,5,9,46,66
"Lee, Edwards and Williams",2,Ronald Williams,17,3,False,-0.792775,-1.02806,-0.995945,-0.297893,10,11,28,27,24
"Lee, Edwards and Williams",2,Glen Holt,17,1,False,-1.45467,0.727988,0.455463,-0.722455,12,16,28,32,28
"Lee, Edwards and Williams",3,Brenda Riley,15,3,False,-1.45743,-1.00036,1.92727,-1.36181,22,36,64,5,8
"Lee, Edwards and Williams",3,Elliot Forster,10,5,True,0.714492,1.49165,0.477084,1.06964,14,16,24,56,41
"Lee, Edwards and Williams",3,Frank Jennings,17,2,False,-0.62816,-0.789731,0.45106,-1.12679,14,31,37,19,19
Cole Inc,0,Susan Ross,12,2,False,0.853934,-1.57767,-1.95726,-1.77354,15,29,57,3,1
Cole Inc,0,Jason George,4,4,False,0.541788,-0.950218,0.633493,0.31592,8,11,9,50,29
Cole Inc,0,Kayleigh Carter,17,3,False,1.19165,2.18921,1.12655,0.104286,11,24,41,37,30
Cole Inc,0,Samuel Miller,4,4,False,0.677788,-0.917218,0.636493,0.42092,5,11,12,47,28
"Thomas, Connolly and Barrett",0,Carl Walker,17,1,False,0.927766,-0.0858916,3.46037,-1.34847,16,31,62,3,14
"Thomas, Connolly and Barrett",0,Bryan Mitchell,1,4,True,0.0445117,0.24544,0.562051,2.01608,3,6,5,59,57
Jackson-Thomas,0,Connor Young,17,3,False,0.00139263,1.90271,-0.0643386,1.25285,6,8,17,50,56
Jackson-Thomas,0,Graeme Nash,14,5,False,-0.0267438,-0.651036,0.732707,-0.105354,9,25,50,23,15
Jackson-Thomas,0,Ruth Jones,17,2,False,0.942941,-0.0278607,0.222057,-1.33261,7,11,11,69,63
Jackson-Thomas,0,Vanessa Wyatt,1,6,True,2.14045,1.61097,0.763359,0.979675,4,5,15,50,57
Jackson-Thomas,0,Alison Jones,9,2,False,0.407585,0.0905446,0.746383,0.409057,10,20,38,20,27
Jackson-Thomas,0,Ruth Foster,0,6,False,-1.13987,-1.32281,-1.11853,-1.19683,-2,5,5,64,59
Jackson-Thomas,1,Mary Wright,6,5,False,0.572868,0.604771,-0.318916,-0.208321,9,13,29,49,48
Jackson-Thomas,1,Mathew Dixon,6,6,False,0.658114,-0.36464,-0.0598734,1.37142,11,18,42,31,28
Jackson-Thomas,1,Leon Sanderson,0,2,False,0.423057,1.48376,-0.0233041,0.606491,24,39,71,0,-1
Jackson-Thomas,1,Conor Cook,3,5,False,0.163794,0.588286,-0.277443,1.69633,9,18,31,32,44
Jackson-Thomas,2,Chloe Stone,15,3,False,0.0902578,0.450094,0.399728,0.0560439,12,18,28,29,37
Jackson-Thomas,2,James Harris,12,4,False,-0.138888,-0.0184012,0.295287,1.24096,4,8,23,45,50
Jackson-Thomas,2,Louise Sutton,9,5,False,-0.0697641,-0.557827,0.0890063,0.755823,23,42,60,8,11
Jackson-Thomas,2,Joan Martin,5,1,False,-0.811989,1.25316,-0.727341,0.599838,9,28,47,18,20
Jackson-Thomas,1,Ann Berry,15,4,False,-0.807207,-0.0259024,0.7683,-2.09439,24,32,48,19,19
Jackson-Thomas,1,Danny Schofield,17,6,False,0.136835,-0.0862018,0.430875,-0.361292,22,39,46,6,6
Jackson-Thomas,1,Lewis Hawkins,8,5,False,-0.763343,-1.4672,-0.677619,-1.59451,21,35,60,6,12
Jackson-Thomas,1,Abbie Nash,9,4,False,0.110216,0.562444,-0.0952905,-0.820421,9,13,20,38,50
Jackson-Thomas,1,Garry Phillips,6,2,False,-0.464149,-0.404231,-0.434296,0.317156,15,17,32,28,36
Jackson-Thomas,1,Jordan Gibbons,12,4,False,0.131088,0.659933,-0.346975,1.61303,11,43,51,15,11
Jackson-Thomas,3,Vincent Parry,2,3,True,1.47249,2.14271,0.614068,1.02129,10,6,10,47,43
Jackson-Thomas,3,Abigail Griffiths,14,3,False,1.07506,-1.67999,-0.881536,-1.65498,0,-1,6,68,59
Jackson-Thomas,4,Bruce Grant,8,1,False,-0.463483,-0.473344,0.263522,2.18331,2,15,11,47,38
Jackson-Thomas,1,Francesca Wells,16,6,False,-0.526924,0.0263,0.562134,0.220793,4,9,25,35,27
Jackson-Thomas,1,Danielle Connolly,0,2,False,-1.09087,-0.641936,-1.13934,-1.30906,3,16,30,33,54
Jackson-Thomas,1,Jake Lawson,10,2,False,0.845305,1.35315,1.57291,-0.575901,10,32,44,22,13
Jackson-Thomas,1,Fiona Singh,16,2,False,0.2874,0.124769,4.09436,-1.35847,4,14,22,43,52
Jackson-Thomas,1,Leah McCarthy,6,6,False,-1.18938,-1.03167,-1.16286,-0.282687,8,23,36,25,32
Jackson-Thomas,1,Liam Begum,5,2,False,-0.692029,0.444509,0.70807,0.126667,22,36,48,7,7
Jackson-Thomas,5,Naomi Mason,17,4,False,0.276705,-0.998348,-0.734948,-1.20243,3,14,22,34,39
Jackson-Thomas,5,Ryan Ward,0,2,False,-1.12277,-1.76044,-1.37627,-0.42533,9,27,36,44,25
Jackson-Thomas,5,Sylvia Gill,2,1,False,-1.077,-0.40228,-0.829609,-0.550694,8,8,21,58,45
Jackson-Thomas,5,Shaun Mitchell,4,6,False,0.959314,-0.338758,-0.19955,-0.247305,12,24,33,31,33
Jackson-Thomas,5,Shane George,13,5,False,-0.794324,-0.895553,-0.344392,-0.164042,2,1,4,63,54
Jackson-Thomas,1,Jayne Davies,0,5,False,0.503292,-0.328889,-1.0732,2.5754,23,31,59,8,3
Jackson-Thomas,1,Liam Evans,17,1,False,-1.56665,-1.18688,-0.186558,-0.286272,1,6,15,58,47
Jackson-Thomas,1,Judith Harris,0,2,False,-1.17377,-1.76544,-1.39727,-0.48633,8,25,34,43,22
Jackson-Thomas,1,Lewis Rogers,12,3,False,1.43083,0.372499,-0.353395,0.0181801,20,32,54,26,14
Carey-Jones,0,Claire Ward,0,5,False,0.429292,-0.335889,-1.1132,2.7004,20,28,61,6,5
Carey-Jones,0,Jayne Taylor,15,4,False,0.994824,2.57208,-0.367504,-0.381587,12,17,34,15,18
Carey-Jones,0,Jack Hughes,0,5,False,-1.0944,-0.813255,0.865813,-0.746887,19,26,44,21,16
Carey-Jones,0,Louise Parry,17,4,False,0.554849,0.83356,-0.519395,1.56783,7,15,21,37,29
Carey-Jones,0,Sandra Ward,0,5,False,-1.1194,-0.645255,0.850813,-0.695887,17,33,49,21,16
Carey-Jones,0,Julia Wright,3,4,False,0.437643,1.22211,0.0833644,0.130426,7,31,29,26,27
Carey-Jones,1,Aaron Fisher,1,3,False,-0.668675,-0.204262,0.0274339,-0.627385,9,25,29,39,18
Carey-Jones,1,Christopher Smith,16,6,False,-0.477924,0.1313,0.598134,0.308793,7,9,26,34,30
Carey-Jones,1,Suzanne Smith,5,1,False,-0.0415463,0.0524233,-0.697317,-1.23086,5,8,13,42,43
Carey-Jones,1,Frederick Davies,3,1,False,-1.30391,-0.809132,-1.10607,0.691927,8,22,28,39,33
Carey-Jones,1,Elliott Arnold,17,1,False,-0.846246,0.475033,3.45947,-0.00533482,12,29,46,11,12
Reed-Benson,0,Chloe Green,1,5,False,0.971425,0.867684,0.456923,0.945107,12,28,33,30,28
Reed-Benson,0,Leanne Miles,13,5,False,-0.731324,-0.836553,-0.360392,-0.159042,0,1,8,60,53
Reed-Benson,0,Brandon Harding,12,4,True,2.07133,1.24151,1.54698,1.7483,1,2,5,59,51
Reed-Benson,0,Nathan Mitchell,14,4,True,0.322439,1.33408,-0.136906,1.62745,10,14,33,31,48
Reed-Benson,0,Victoria Thompson,9,6,False,-0.428266,-0.482292,-0.24248,-1.05364,2,5,12,61,45
Reed-Benson,1,Mohammad Bailey,0,3,False,-0.104419,-1.03709,-0.698566,0.600006,5,13,20,37,38
Reed-Benson,1,Allan Parker,12,2,False,7.36401,-2.18306,-2.13099,-0.35812,7,6,10,53,53
Reed-Benson,1,Alex Davies,8,6,False,0.283069,0.409218,1.50931,0.0782333,4,7,11,54,46
Reed-Benson,1,Harriet Taylor,12,6,False,-0.936584,-0.974152,-0.940095,-0.124995,14,17,29,34,35
Reed-Benson,1,Naomi Hunter,10,5,False,-0.806225,-0.185459,-1.22811,-0.115283,2,8,14,53,34
Reed-Benson,2,Lawrence Davis,0,1,False,-1.01935,-1.58955,-0.701167,-1.20073,19,19,42,8,17
Reed-Benson,1,Joe Howe,17,3,False,1.12752,0.379269,1.7629,-0.466673,8,37,43,18,17
Reed-Benson,2,Janice Harper,1,2,False,-0.638904,0.519927,-0.597245,1.68007,12,20,23,38,46
Reed-Benson,2,Cheryl Fry,0,6,False,-0.88284,-1.72938,-0.406467,-1.39701,24,40,58,6,3
Reed-Benson,2,Jill Kelly,10,4,False,1.59989,1.09589,1.35129,-0.737231,19,27,53,15,14
Reed-Benson,2,Abdul Lloyd,15,3,False,0.254049,1.37989,0.882116,-0.728305,8,17,41,35,40
Reed-Benson,3,Christian Harris,15,3,False,-1.45943,-0.956361,2.03127,-1.35681,21,39,63,1,7
Reed-Benson,3,Jenna James,12,1,False,0.828542,-0.706255,-0.00156606,-1.26454,9,21,26,46,39
Reed-Benson,3,Wendy Nolan,12,5,False,0.267087,0.576557,-0.461793,1.55131,10,19,29,40,47
Reed-Benson,4,Stewart Webb,0,4,False,0.270833,0.151571,-0.758817,-0.0570108,18,38,56,9,3
Reed-Benson,4,Cheryl Thomas,12,5,False,-1.05113,-0.612875,-0.990758,-0.378607,17,27,20,40,30
Reed-Benson,1,Vanessa Kerr,13,4,False,-0.886127,-0.543442,-1.00311,-0.614419,0,10,18,46,38
Reed-Benson,1,Debra Patel,1,3,False,0.121784,0.282396,-0.0760766,-0.0293648,17,34,38,4,21
Reed-Benson,1,Molly Allen,14,1,True,1.36116,3.47634,0.938442,2.13276,-2,4,9,72,81
Reed-Benson,1,Amber Walsh,1,2,False,0.955234,-0.472296,1.15558,-0.0751141,-1,6,15,61,52
Reed-Benson,1,Luke Rogers,14,5,False,0.213148,-0.0254157,0.0376317,-1.03243,20,46,73,11,9
